OWNER_ID,AGE_GROUP,GENDER,DISTRICT,PRIMARY_BREED,SECONDARY_BREED,DOG_YEAR_OF_BIRTH,DOG_GENDER,DOG_COLOUR,DATASET_YEAR,UPDATE_TIME,BREED_TYPE
122694,51-60,w,9.0,Pomeranian,Zwergspitz,2011,w,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122695,61-70,w,4.0,Cocker Spaniel,,2011,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122699,61-70,w,12.0,Mischling klein,,2012,w,white/beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122704,41-50,m,11.0,Yorkshire Terrier,,2011,m,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
122705,21-30,w,5.0,Zwergspitz,,2012,m,orange,2015,2023-10-12 10:43:28,Kleinwüchsig
122706,21-30,w,12.0,Chihuahua,,2012,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122713,41-50,w,11.0,Jack Russel Terrier,,2014,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122714,21-30,m,11.0,Toypudel,,2012,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122715,41-50,w,2.0,Beagle,,2011,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122716,51-60,w,11.0,Basenji,,2013,m,brindle,2015,2023-10-12 10:43:28,Kleinwüchsig
122717,21-30,w,6.0,Jack Russel Terrier,,2011,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122719,31-40,m,3.0,Mischling gross,,2014,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
122720,31-40,w,4.0,Schäfer,,2010,m,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122720,31-40,w,4.0,Schäfer,,2010,m,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122720,31-40,w,4.0,Mischling gross,,2011,m,black/brown/grau,2015,2023-10-12 10:43:28,Rassentypenliste I
122722,11-20,w,7.0,Berner Sennenhund,,2012,m,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
122723,41-50,w,11.0,Labrador Retriever,,2012,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
122731,21-30,w,3.0,Französische Bulldogge,,2010,w,white/black,2015,2023-10-12 10:43:28,Kleinwüchsig
122731,21-30,w,3.0,Französische Bulldogge,,2010,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122741,31-40,m,3.0,Golden Retriever,,2007,m,creme,2015,2023-10-12 10:43:28,Rassentypenliste I
122742,31-40,w,3.0,Golden Retriever,,2010,w,golden,2015,2023-10-12 10:43:28,Rassentypenliste I
122745,31-40,w,9.0,Malteser,,2010,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
122746,21-30,w,11.0,Mischling klein,,2010,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122755,51-60,m,6.0,Chihuahua,Zwergpinscher,2012,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122760,21-30,w,9.0,Yorkshire Terrier,,2012,m,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
122762,61-70,m,4.0,Französische Bulldogge,,2011,m,white/black,2015,2023-10-12 10:43:28,Kleinwüchsig
122768,61-70,w,10.0,Mischling klein,,2011,w,fauve,2015,2023-10-12 10:43:28,Kleinwüchsig
122771,51-60,w,1.0,Zwergrauhaardackel,,2012,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122777,21-30,m,11.0,American Bulldog,,2014,w,weiss gestromt,2015,2023-10-12 10:43:28,Rassentypenliste I
122778,41-50,m,4.0,Spitz,,2011,m,sandfarbig,2015,2023-10-12 10:43:28,Kleinwüchsig
122779,21-30,w,11.0,Chihuahua,,2007,m,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122779,21-30,w,11.0,Boxer,,2012,m,blond/white,2015,2023-10-12 10:43:28,Rassentypenliste I
122784,51-60,m,9.0,Shih Tzu,,2013,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122785,71-80,w,10.0,Shih Tzu,,2013,m,creme,2015,2023-10-12 10:43:28,Kleinwüchsig
122790,61-70,w,8.0,Mischling klein,,2008,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122791,51-60,w,12.0,Bolonka Zwetna,,2012,w,zobel,2015,2023-10-12 10:43:28,Kleinwüchsig
122797,41-50,w,2.0,Papillon,,2012,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122801,31-40,m,11.0,Windhund,,2008,m,black/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
122803,41-50,w,7.0,Golden Retriever,,2006,w,blondfarben,2015,2023-10-12 10:43:28,Rassentypenliste I
122804,41-50,m,12.0,Zwergpinscher,Rehpinscher,2012,w,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122815,31-40,w,8.0,Australian Shepherd,,2012,w,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
122830,21-30,w,4.0,Mops,,2012,m,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122832,21-30,w,4.0,Continental Bulldog,,2014,m,rotbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122838,61-70,w,6.0,Italienisches Windspiel,,2011,w,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122841,61-70,w,1.0,Papillon,,2014,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122858,51-60,w,8.0,Golden Retriever,,2003,m,beige,2015,2023-10-12 10:43:28,Rassentypenliste I
122859,41-50,w,6.0,Englische Bulldogge,,2012,m,brown/black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
122863,51-60,w,10.0,Malteser,,2014,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
122865,21-30,w,3.0,Mischling klein,,2014,w,blondfarben,2015,2023-10-12 10:43:28,Kleinwüchsig
122866,51-60,m,12.0,Lagotto Romagnolo,,2014,m,white/orange,2015,2023-10-12 10:43:28,Rassentypenliste I
122868,31-40,w,7.0,English Cocker Spaniel,,2012,w,brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122869,21-30,m,5.0,Labrador Retriever,Husky,2014,w,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122873,31-40,w,9.0,Chihuahua,,2012,w,creme,2015,2023-10-12 10:43:28,Kleinwüchsig
122874,31-40,w,10.0,Schäfer,,2014,m,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122874,31-40,w,10.0,Schäfer,,2014,m,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
122877,31-40,w,7.0,Rauhaar Dackel,,2014,w,saufarben,2015,2023-10-12 10:43:28,Kleinwüchsig
122880,11-20,w,7.0,Mischling klein,,2013,m,hellbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
122881,51-60,w,1.0,Mischling klein,,2010,w,brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122915,21-30,m,12.0,Pekingese,,2014,m,brown/black,2015,2023-10-12 10:43:28,Kleinwüchsig
122916,31-40,m,9.0,Jack Russel Terrier,,2012,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122918,21-30,w,3.0,Französische Bulldogge,,2012,w,blau,2015,2023-10-12 10:43:28,Kleinwüchsig
122921,31-40,m,4.0,Zwergpinscher,,2012,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122924,21-30,w,12.0,Mischling klein,,2012,m,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122926,41-50,w,7.0,Riesenschnauzer,,2012,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
122928,41-50,w,3.0,Malteser,,2012,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
122929,41-50,w,11.0,Bichon,,2014,m,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122930,21-30,m,11.0,Schäfer,,2013,w,white,2015,2023-10-12 10:43:28,Rassentypenliste I
122930,21-30,m,11.0,Schäfer,,2013,w,white,2015,2023-10-12 10:43:28,Rassentypenliste I
122934,71-80,w,9.0,Chihuahua,,2006,m,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122934,71-80,w,9.0,Chihuahua,,2012,w,black/brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122935,31-40,m,2.0,Chihuahua,,2012,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122935,31-40,m,2.0,Chihuahua,,2012,m,grau,2015,2023-10-12 10:43:28,Kleinwüchsig
122939,51-60,m,3.0,Vorstehhund,,2010,w,white/black,2015,2023-10-12 10:43:28,Rassentypenliste I
122945,21-30,w,12.0,Mischling gross,,2013,m,grau,2015,2023-10-12 10:43:28,Rassentypenliste I
122947,21-30,w,11.0,Zwergschnauzer,,2014,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
122948,21-30,w,12.0,Mischling klein,,2013,m,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
122950,21-30,w,8.0,Dackel,,2009,m,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122951,41-50,w,11.0,Pinscher,,2014,w,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122951,41-50,w,11.0,Pinscher,,2014,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122952,21-30,w,7.0,Dobermann,,2011,w,black/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
122953,51-60,w,8.0,Mischling klein,,2011,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
122956,51-60,m,12.0,Pekingese,,2004,w,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122956,51-60,m,12.0,Mischling klein,,2012,w,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122959,21-30,w,3.0,Chihuahua,,2014,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122960,41-50,w,9.0,Bolonka Zwetna,,2013,w,brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
122961,41-50,m,7.0,Deutsche Dogge,,2012,w,brindle,2015,2023-10-12 10:43:28,Rassentypenliste I
122967,31-40,w,9.0,Mops,,2010,m,beige/black,2015,2023-10-12 10:43:28,Kleinwüchsig
122968,21-30,w,4.0,Whippet,,2014,w,schwarz gestromt,2015,2023-10-12 10:43:28,Rassentypenliste I
122969,41-50,w,8.0,Jack Russel Terrier,,2012,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
122970,31-40,w,9.0,Französische Bulldogge,,2014,m,schwarz gestromt,2015,2023-10-12 10:43:28,Kleinwüchsig
122971,41-50,m,8.0,Labrador Retriever,,2007,w,brown,2015,2023-10-12 10:43:28,Rassentypenliste I
122972,21-30,w,5.0,Cimarron Uruguayo,,2012,m,beige gestromt,2015,2023-10-12 10:43:28,Rassentypenliste I
122974,41-50,w,11.0,English Toy Terrier,,2012,m,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
122977,51-60,m,4.0,Pekingese,,2012,w,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
122986,11-20,w,9.0,Chihuahua,,2012,m,sable,2015,2023-10-12 10:43:28,Kleinwüchsig
122992,11-20,w,11.0,Chihuahua,,2014,w,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123006,61-70,w,12.0,Pudel,,2014,m,hellfarben,2015,2023-10-12 10:43:28,
123009,31-40,w,2.0,Terrier,,2012,m,black/white,2015,2023-10-12 10:43:28,
123010,51-60,w,11.0,Yorkshire Terrier,,2012,m,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
123012,41-50,w,7.0,Mischling gross,,2012,m,black/brown/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123017,31-40,m,7.0,Bergamasker,Collie,2014,m,black/grau,2015,2023-10-12 10:43:28,Rassentypenliste I
123020,61-70,w,6.0,Toy Pudel,,2012,m,apricot,2015,2023-10-12 10:43:28,Kleinwüchsig
123024,21-30,m,11.0,Französische Bulldogge,,2014,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123026,51-60,w,11.0,Chihuahua,,2012,w,creme,2015,2023-10-12 10:43:28,Kleinwüchsig
123027,71-80,w,6.0,Shih Tzu,,2012,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123034,31-40,w,11.0,Mischling klein,,2012,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123039,61-70,w,7.0,Welsh Terrier,,2004,w,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
123040,31-40,w,2.0,Chihuahua,,2013,w,apricot,2015,2023-10-12 10:43:28,Kleinwüchsig
123043,31-40,w,7.0,Spitz,Pomeranian,2008,w,hellbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123074,21-30,w,12.0,Border Collie,Entlebucher Sennenhund,2014,m,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123077,51-60,m,9.0,Yorkshire Terrier,,2011,m,beige/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123101,21-30,w,7.0,Dachshund,,2012,w,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123103,51-60,w,3.0,Labrador Retriever,,2012,w,blondfarben,2015,2023-10-12 10:43:28,Rassentypenliste I
123111,31-40,m,9.0,Yorkshire Terrier,,2005,m,grau/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123116,31-40,w,7.0,Pyrenäen,,2009,m,grau,2015,2023-10-12 10:43:28,Rassentypenliste I
123116,31-40,w,7.0,Rauhaar Dackel,,2014,w,rot/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123118,21-30,w,2.0,Basenji,,2005,w,rot/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123126,41-50,w,6.0,Zwergpinscher,,2014,w,rot,2015,2023-10-12 10:43:28,Kleinwüchsig
123129,21-30,m,3.0,Jack Russel Terrier,,2010,m,black/white/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123137,21-30,w,9.0,Zwergspitz,,2012,w,creme,2015,2023-10-12 10:43:28,Kleinwüchsig
123139,21-30,w,10.0,Grosspudel,,2010,m,white,2015,2023-10-12 10:43:28,Rassentypenliste I
123141,31-40,m,5.0,Zwergspitz,,2012,m,dunkelbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123143,31-40,w,10.0,Cocker Spaniel,,2012,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123145,51-60,w,8.0,English Cocker Spaniel,,2002,m,rot,2015,2023-10-12 10:43:28,Kleinwüchsig
123147,41-50,w,3.0,Mops,,2013,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123147,41-50,w,3.0,Mops,,2002,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123147,41-50,w,3.0,Mops,,2007,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123148,61-70,w,7.0,Golden Retriever,Pudel,2011,w,white,2015,2023-10-12 10:43:28,Rassentypenliste I
123149,51-60,w,6.0,Deutscher Schäfer,,2012,w,black/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123188,61-70,m,2.0,Dachshund,,2012,m,saufarben,2015,2023-10-12 10:43:28,Kleinwüchsig
123189,21-30,w,9.0,Chihuahua,,2011,w,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123190,31-40,w,7.0,Zwergpinscher,Rehpinscher,2014,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123192,41-50,w,10.0,Cocker Spaniel,,2011,w,brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123193,41-50,w,8.0,Field Spaniel,,2014,m,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123196,21-30,w,11.0,Dalmatiner,,2011,m,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123200,41-50,w,3.0,Mops,,2011,w,beige/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123201,31-40,w,7.0,Mischling klein,,2013,m,brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123206,31-40,m,6.0,Französische Bulldogge,,2012,m,white/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123207,21-30,w,3.0,Mischling gross,,2009,w,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123209,21-30,w,3.0,Chihuahua,,2012,w,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123218,21-30,w,2.0,Französische Bulldogge,,2014,w,beige/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123220,51-60,m,8.0,Malteser,,2014,w,white/beige,2015,2023-10-12 10:43:28,Kleinwüchsig
123221,71-80,w,9.0,Tibet Terrier,Schnauzer,2012,w,black/grau,2015,2023-10-12 10:43:28,Kleinwüchsig
123222,41-50,m,3.0,Pudel,Deutsch Drahthaar,2012,w,white/beige,2015,2023-10-12 10:43:28,
123223,41-50,w,2.0,Border Terrier,,2012,m,red grizzle,2015,2023-10-12 10:43:28,Kleinwüchsig
123224,31-40,w,3.0,Yorkshire Terrier,,2014,m,black/grau,2015,2023-10-12 10:43:28,Kleinwüchsig
123226,41-50,m,11.0,Labrador Retriever,,2013,w,blondfarben,2015,2023-10-12 10:43:28,Rassentypenliste I
123237,21-30,w,7.0,Sheltie,,2014,m,blue/merle,2015,2023-10-12 10:43:28,Kleinwüchsig
123242,31-40,w,1.0,Französische Bulldogge,,2014,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123243,21-30,w,3.0,Barbet,,2014,m,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123244,31-40,w,4.0,Labrador Retriever,Berner Sennenhund,2014,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123248,31-40,w,10.0,Labrador Retriever,,2001,m,blondfarben,2015,2023-10-12 10:43:28,Rassentypenliste I
123252,21-30,m,2.0,Bergamasker,Husky,2011,m,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123253,51-60,w,10.0,Welsh Corgi Pembroke,,2010,w,rot/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123260,71-80,m,11.0,Chihuahua,,2014,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123288,21-30,m,11.0,Dobermann,Jack Russel Terrier,2012,w,black/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123292,21-30,w,12.0,Zwergpinscher,,2012,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123295,21-30,w,3.0,Französische Bulldogge,,2012,w,black/brown/rot,2015,2023-10-12 10:43:28,Kleinwüchsig
123298,31-40,w,4.0,Pinscher,Chihuahua,2014,w,black/brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123307,51-60,w,3.0,Airedale Terrier,,2012,w,brown/black,2015,2023-10-12 10:43:28,Rassentypenliste I
123315,21-30,w,7.0,Französische Bulldogge,,2011,w,beige/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123321,31-40,m,11.0,Jack Russel Terrier,,2011,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123326,31-40,w,6.0,Parson Terrier,,2012,m,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123329,51-60,w,11.0,Zwergpudel,,2009,m,apricot,2015,2023-10-12 10:43:28,Kleinwüchsig
123342,41-50,w,7.0,Berner Sennenhund,,2012,m,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
123351,81-90,w,10.0,Französische Bulldogge,,2011,w,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123360,61-70,w,10.0,Mischling klein,,2012,w,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123372,31-40,m,3.0,Chihuahua,,2012,w,white/rot,2015,2023-10-12 10:43:28,Kleinwüchsig
123384,31-40,w,3.0,Mischling klein,,2014,m,hellbraun/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123402,21-30,w,2.0,Prager Rattler,,2014,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123403,51-60,m,2.0,Magyar Viszla,,2015,w,brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123407,31-40,w,7.0,Englische Bulldogge,,2013,m,brown/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123411,21-30,w,7.0,Sloughi,,2013,w,brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123412,31-40,m,6.0,Border Collie,,2007,m,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123415,41-50,w,8.0,Kooiker,,2014,m,white/rot,2015,2023-10-12 10:43:28,Kleinwüchsig
123432,21-30,w,3.0,Chihuahua,,2008,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123432,21-30,w,3.0,Deutscher Boxer,,2014,m,gestromt,2015,2023-10-12 10:43:28,Rassentypenliste I
123432,21-30,w,3.0,Kleinspitz,,2011,w,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123436,51-60,w,7.0,Labrador Retriever,,2014,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123439,21-30,w,12.0,Chihuahua,,2011,w,hellbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123451,31-40,w,4.0,Mops,,2011,w,hellbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123452,41-50,w,9.0,Mischling gross,,2014,w,hellbraun,2015,2023-10-12 10:43:28,Rassentypenliste I
123455,31-40,w,9.0,Parson Jack Russell Terrier,,2011,m,white/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123455,31-40,w,9.0,Parson Jack Russell Terrier,,2001,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123457,51-60,w,9.0,Shih Tzu,,2007,w,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123460,31-40,w,7.0,Jack Russel Terrier,,2001,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123470,41-50,w,4.0,Pinscher,,2011,w,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123471,41-50,w,12.0,Mischling klein,,2012,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123479,31-40,m,9.0,Border Collie,Rhodesian Ridgeback,2011,m,brown/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123480,21-30,m,4.0,Coton de Tulear,,2012,w,white/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123484,61-70,m,12.0,Labrador Retriever,,2013,m,creme,2015,2023-10-12 10:43:28,Rassentypenliste I
123492,21-30,w,6.0,Chihuahua,,2006,w,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123492,21-30,w,6.0,Deutscher Schäfer,,2007,w,gelb/black,2015,2023-10-12 10:43:28,Rassentypenliste I
123495,31-40,w,11.0,Chihuahua,,2011,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123498,31-40,w,2.0,Pekingese,,2011,w,goldbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123499,51-60,m,12.0,Yorkshire Terrier,,2011,m,black/tan,2015,2023-10-12 10:43:28,Kleinwüchsig
123501,41-50,m,12.0,American Cocker Spaniel,,2011,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123508,41-50,w,3.0,Yorkshire Terrier,Zwergdackel,2014,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123511,21-30,w,5.0,Chihuahua,,2011,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123516,21-30,w,11.0,Jack Russel Terrier,,2014,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123518,41-50,w,2.0,Havaneser,,2014,w,golden,2015,2023-10-12 10:43:28,Kleinwüchsig
123519,21-30,w,11.0,Jack Russel Terrier,,2014,w,white/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123521,41-50,w,10.0,Mischling gross,,2011,w,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123522,51-60,w,7.0,Berner Sennenhund,,2014,m,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
123526,41-50,m,5.0,Zwergschnauzer,,2014,m,black/silber,2015,2023-10-12 10:43:28,Kleinwüchsig
123527,41-50,w,2.0,Hovawart,,2014,w,black/beige,2015,2023-10-12 10:43:28,Rassentypenliste I
123548,71-80,w,3.0,Deutscher Schäfer,,2007,w,black/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123559,61-70,m,2.0,Golden Retriever,,2014,w,golden,2015,2023-10-12 10:43:28,Rassentypenliste I
123564,41-50,w,6.0,Malteser,,2014,m,white,2015,2023-10-12 10:43:28,Kleinwüchsig
123588,71-80,w,11.0,Grosspudel,,2014,m,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123590,51-60,m,9.0,Zwergpinscher,,2014,m,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123591,41-50,w,11.0,Islandhund,,2009,m,creme,2015,2023-10-12 10:43:28,Kleinwüchsig
123594,21-30,w,11.0,Pinscher,,2014,w,black/brown,2015,2023-10-12 10:43:28,Kleinwüchsig
123595,21-30,w,9.0,Französische Bulldogge,,2014,w,braun gestromt,2015,2023-10-12 10:43:28,Kleinwüchsig
123597,21-30,w,4.0,Mops,,2012,m,beige,2015,2023-10-12 10:43:28,Kleinwüchsig
123606,31-40,w,11.0,Bolonka Zwetna,,2014,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123607,41-50,m,11.0,Labrador Retriever,Schäfer,2014,w,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123610,61-70,m,2.0,Boston Terrier,,2011,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123616,31-40,w,7.0,Border Collie,,2007,w,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123617,41-50,m,8.0,Bayerischer Gebirgsschweisshund,,2014,w,rot/brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123619,71-80,w,11.0,Berner Sennenhund,,2014,m,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
123620,51-60,w,7.0,Nova Scotia Duck Tolling Retriever,,2014,m,rot/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123627,51-60,m,2.0,Bergamasker,Labrador Retriever,2005,w,grau,2015,2023-10-12 10:43:28,Rassentypenliste I
123627,51-60,m,2.0,Schäfer,,2003,m,black/brown/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123627,51-60,m,2.0,Schäfer,,2003,m,black/brown/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123627,51-60,m,2.0,Mischling gross,,2013,w,black/white,2015,2023-10-12 10:43:28,Rassentypenliste I
123633,31-40,w,9.0,Vizsla,,2013,w,rot,2015,2023-10-12 10:43:28,Rassentypenliste I
123636,31-40,m,3.0,Terrier,,2011,w,blondfarben,2015,2023-10-12 10:43:28,
123637,11-20,w,9.0,Mischling gross,,2012,m,brown,2015,2023-10-12 10:43:28,Rassentypenliste I
123649,71-80,m,5.0,Mischling klein,,2008,w,black/brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123680,41-50,w,4.0,Rehpinscher,Chihuahua,2012,m,hellbraun,2015,2023-10-12 10:43:28,Kleinwüchsig
123682,51-60,w,11.0,Labrador Retriever,,2005,m,black,2015,2023-10-12 10:43:28,Rassentypenliste I
123688,41-50,w,6.0,Beagle,,2008,w,tricolor,2015,2023-10-12 10:43:28,Kleinwüchsig
123688,41-50,w,6.0,Mischling gross,,2013,w,tricolor,2015,2023-10-12 10:43:28,Rassentypenliste I
123695,31-40,w,10.0,Chihuahua,,2014,w,brown/white,2015,2023-10-12 10:43:28,Kleinwüchsig
123695,31-40,w,10.0,Chihuahua,,2014,m,black,2015,2023-10-12 10:43:28,Kleinwüchsig
123696,31-40,m,12.0,Golden Retriever,,2011,m,golden,2015,2023-10-12 10:43:28,Rassentypenliste I
123697,51-60,w,12.0,Landseer,,2014,m,white/black,2015,2023-10-12 10:43:28,Rassentypenliste I
123699,61-70,m,7.0,Yorkshire Terrier,,2001,m,brown/black,2015,2023-10-12 10:43:28,Kleinwüchsig
123700,31-40,m,7.0,Japan Chin,,2011,m,black/white,2015,2023-10-12 10:43:28,Kleinwüchsig
